site_name,site,depth_designation,dt,month,year,time,hour,depth,chl,chl_cens,chl_flag,phaeo,phaeo_flag,phaeo_cens,nox_n,nox_n_cens,nox_n_flag,nh4_n,nh4_n_cens,nh4_n_flag,tn,tn_flag,op_p,op_p_flag,tp,tp_cens,tp_flag,tss,tss_cens,tss_flag,Sample Comments,Validation Comments,Latitude,Longitude
FORE RIVER - FR05A,FR05A,,2016-07-21,Jul,2016,14:34,14,0.2,5.09,FALSE,FALSE,2.98,FALSE,FALSE,0.033,FALSE,TRUE,0.028,FALSE,FALSE,0.269,FALSE,0.014,TRUE,0.117,FALSE,FALSE,3.5,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 5 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.641661,-70.26118
FORE RIVER - FR05A,FR05A,,2016-07-21,Jul,2016,14:51,14,10.4,,FALSE,FALSE,,FALSE,FALSE,0.027,FALSE,TRUE,0.004,FALSE,FALSE,0.168,FALSE,0.01,TRUE,0.068,FALSE,FALSE,,FALSE,FALSE,,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 5 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.641661,-70.26118
FORE RIVER - FR05A,FR05A,,2016-09-19,Sep,2016,15:45,15,0.2,3.77,FALSE,FALSE,0.94,FALSE,FALSE,0.064,FALSE,FALSE,0.088,FALSE,FALSE,0.246,FALSE,0.066,TRUE,0.078,FALSE,FALSE,4.8,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS,43.641661,-70.26118
FORE RIVER - FR05B,FR05B,,2016-06-27,Jun,2016,14:00,14,0.2,2.26,FALSE,FALSE,0.87,FALSE,FALSE,0.148,FALSE,TRUE,0.068,FALSE,FALSE,0.477,TRUE,0.112,TRUE,0.143,FALSE,FALSE,15,FALSE,TRUE,NO QC DATA RUN WITH THIS DATA.,"EXCEEDS 28 DAY HOLD TIME BY 12 DAYS., EXCEEDS 28 DAY HOLD TIME BY 8 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS.",43.642394,-70.26035
FORE RIVER - FR05B,FR05B,,2016-08-23,Aug,2016,12:02,12,0.2,3.48,FALSE,TRUE,1.54,TRUE,FALSE,0.064,FALSE,FALSE,0.146,FALSE,FALSE,0.407,TRUE,0.158,TRUE,0.258,FALSE,FALSE,3.5,FALSE,FALSE,NO QC RUN ON THIS DATA.,"COOLER OUT OF TEMPERATURE (12.3 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 4 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.642394,-70.26035
FORE RIVER - FR06,FR06,,2016-06-27,Jun,2016,12:33,12,0.2,,FALSE,FALSE,2.21,FALSE,FALSE,0.124,FALSE,TRUE,0.048,FALSE,FALSE,0.521,TRUE,0.112,TRUE,0.147,FALSE,FALSE,,FALSE,FALSE,NO QC DATA RUN WITH THIS DATA.,"EXCEEDS 28 DAY HOLD TIME BY 12 DAYS., EXCEEDS 28 DAY HOLD TIME BY 8 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS.",43.64389,-70.25778
FORE RIVER - FR06,FR06,,2016-07-21,Jul,2016,14:10,14,0.2,,FALSE,FALSE,4.16,FALSE,FALSE,0.044,FALSE,TRUE,0.212,FALSE,FALSE,0.518,FALSE,0.041,TRUE,0.221,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 5 DAYS",43.64389,-70.25778
FORE RIVER - FR06,FR06,,2016-08-23,Aug,2016,11:10,11,0.2,,FALSE,FALSE,1.81,TRUE,FALSE,0.016,FALSE,FALSE,0.07,FALSE,FALSE,0.54,TRUE,0.027,TRUE,0.054,FALSE,FALSE,,FALSE,FALSE,NO QC RUN ON THIS DATA.,"COOLER OUT OF TEMPERATURE (12.3 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 4 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.64389,-70.25778
FORE RIVER - FR06,FR06,,2016-09-19,Sep,2016,13:25,13,0.2,,FALSE,FALSE,0.63,FALSE,FALSE,0.077,FALSE,FALSE,0.087,FALSE,FALSE,0.354,FALSE,0.075,TRUE,0.087,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS,43.64389,-70.25778
FORE RIVER - FR07,FR07,,2016-06-27,Jun,2016,13:15,13,0.2,2.02,FALSE,FALSE,0.73,FALSE,FALSE,0.018,FALSE,TRUE,0.068,FALSE,FALSE,0.199,TRUE,0.032,TRUE,0.071,FALSE,FALSE,11,FALSE,TRUE,NO QC DATA RUN WITH THIS DATA.,"EXCEEDS 28 DAY HOLD TIME BY 12 DAYS., EXCEEDS 28 DAY HOLD TIME BY 8 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS.",43.6486,-70.2544
FORE RIVER - FR07,FR07,,2016-06-27,Jun,2016,13:25,13,11.9,,FALSE,FALSE,,FALSE,FALSE,,TRUE,TRUE,0.096,FALSE,FALSE,0.253,TRUE,0.017,TRUE,0.054,FALSE,FALSE,,FALSE,FALSE,,"EXCEEDS 28 DAY HOLD TIME BY 12 DAYS., EXCEEDS 28 DAY HOLD TIME BY 8 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.6486,-70.2544
FORE RIVER - FR07,FR07,,2016-07-21,Jul,2016,15:15,15,0.2,5.36,FALSE,FALSE,2.86,FALSE,FALSE,0.033,FALSE,TRUE,0.025,FALSE,FALSE,0.219,FALSE,0.015,TRUE,0.097,FALSE,FALSE,4.8,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 5 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.6486,-70.2544
FORE RIVER - FR07,FR07,,2016-07-21,Jul,2016,15:28,15,12.4,,FALSE,FALSE,,FALSE,FALSE,0.035,FALSE,TRUE,0.006,FALSE,FALSE,0.195,FALSE,0.009,TRUE,0.035,FALSE,FALSE,,FALSE,FALSE,,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 5 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.6486,-70.2544
FORE RIVER - FR07,FR07,,2016-08-23,Aug,2016,11:18,11,0.2,3.07,FALSE,TRUE,1.23,TRUE,FALSE,0.022,FALSE,FALSE,0.06,FALSE,FALSE,0.313,TRUE,0.037,TRUE,0.071,FALSE,FALSE,2.5,TRUE,FALSE,NO QC RUN ON THIS DATA.,"COOLER OUT OF TEMPERATURE (12.3 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 4 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.6486,-70.2544
FORE RIVER - FR07,FR07,,2016-08-23,Aug,2016,11:29,11,11.5,,FALSE,FALSE,,FALSE,FALSE,0.269,FALSE,FALSE,0.012,FALSE,FALSE,0.211,TRUE,0.014,TRUE,0.036,FALSE,FALSE,,FALSE,FALSE,,"EXCEEDS 48 HOUR HOLD TIME BY 4 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.6486,-70.2544
FORE RIVER - FR07,FR07,,2016-09-19,Sep,2016,16:20,16,0.2,3.1,FALSE,FALSE,1.11,FALSE,FALSE,0.052,FALSE,FALSE,0.073,FALSE,FALSE,0.499,FALSE,0.052,TRUE,0.251,FALSE,FALSE,4.5,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS,43.6486,-70.2544
FORE RIVER - FR07,FR07,,2016-09-19,Sep,2016,16:30,16,12,,FALSE,FALSE,,FALSE,FALSE,0.048,FALSE,FALSE,0.067,FALSE,FALSE,0.206,FALSE,0.041,TRUE,0.082,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS,43.6486,-70.2544
FORE RIVER - FR08,FR08,,2016-06-27,Jun,2016,11:45,11,0.2,,FALSE,FALSE,1.32,FALSE,FALSE,0.056,FALSE,TRUE,0.039,FALSE,FALSE,0.337,TRUE,0.043,TRUE,0.081,FALSE,FALSE,,FALSE,FALSE,NO QC DATA RUN WITH THIS DATA.,"EXCEEDS 28 DAY HOLD TIME BY 12 DAYS., EXCEEDS 28 DAY HOLD TIME BY 8 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS.",43.65611,-70.25
FORE RIVER - FR08,FR08,,2016-07-21,Jul,2016,14:50,14,0.2,,FALSE,FALSE,2.19,FALSE,FALSE,0.053,FALSE,TRUE,0.051,FALSE,FALSE,0.339,FALSE,0.029,TRUE,0.063,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 5 DAYS",43.65611,-70.25
FORE RIVER - FR08,FR08,,2016-08-23,Aug,2016,10:30,10,0.2,,FALSE,FALSE,1.24,TRUE,FALSE,0.107,FALSE,FALSE,0.101,FALSE,FALSE,0.774,TRUE,0.054,TRUE,0.09,FALSE,FALSE,,FALSE,FALSE,NO QC RUN ON THIS DATA.,"COOLER OUT OF TEMPERATURE (12.3 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 4 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.65611,-70.25
FORE RIVER - FR08,FR08,,2016-09-19,Sep,2016,12:45,12,0.2,,FALSE,FALSE,0.77,FALSE,FALSE,0.079,FALSE,FALSE,0.105,FALSE,FALSE,0.512,FALSE,0.05,TRUE,0.097,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS,43.65611,-70.25
FORE RIVER - FR09,FR09, SUR,2016-06-27,Jun,2016,12:20,12,0.2,2.01,FALSE,FALSE,0.81,FALSE,FALSE,,TRUE,TRUE,0.025,FALSE,FALSE,0.217,TRUE,0.022,TRUE,0.064,FALSE,FALSE,13,FALSE,TRUE,NO QC DATA RUN WITH THIS DATA.,"EXCEEDS 28 DAY HOLD TIME BY 12 DAYS., EXCEEDS 28 DAY HOLD TIME BY 8 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS.",43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2016-06-27,Jun,2016,12:35,12,11.1,,FALSE,FALSE,,FALSE,FALSE,,TRUE,TRUE,0.051,FALSE,FALSE,0.208,TRUE,0.01,TRUE,0.019,FALSE,FALSE,,FALSE,FALSE,,"EXCEEDS 28 DAY HOLD TIME BY 12 DAYS., EXCEEDS 28 DAY HOLD TIME BY 8 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2016-07-21,Jul,2016,15:48,15,0.2,4.6,FALSE,FALSE,4.09,FALSE,FALSE,0.028,FALSE,TRUE,0.004,TRUE,FALSE,0.18,FALSE,0.005,TRUE,0.088,FALSE,FALSE,3.8,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 5 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2016-07-21,Jul,2016,16:00,16,12.3,,FALSE,FALSE,,FALSE,FALSE,0.027,FALSE,TRUE,0.017,FALSE,FALSE,0.149,FALSE,0.007,TRUE,0.04,FALSE,FALSE,,FALSE,FALSE,,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 5 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2016-08-23,Aug,2016,10:15,10,0.2,4.3,FALSE,TRUE,1.93,TRUE,FALSE,0.015,FALSE,FALSE,0.015,FALSE,FALSE,0.211,TRUE,0.024,TRUE,0.062,FALSE,FALSE,3.8,FALSE,FALSE,NO QC RUN ON THIS DATA.,"COOLER OUT OF TEMPERATURE (12.3 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 4 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2016-08-23,Aug,2016,10:45,10,11.5,,FALSE,FALSE,,FALSE,FALSE,0.031,FALSE,FALSE,0.011,FALSE,FALSE,0.448,TRUE,0.017,TRUE,0.105,FALSE,FALSE,,FALSE,FALSE,,"EXCEEDS 48 HOUR HOLD TIME BY 4 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2016-09-19,Sep,2016,17:00,17,0.2,4.22,FALSE,FALSE,1.01,FALSE,FALSE,0.031,FALSE,FALSE,0.06,FALSE,FALSE,0.23,FALSE,0.045,TRUE,0.062,FALSE,FALSE,3.8,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS,43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2016-09-19,Sep,2016,17:15,17,12.3,,FALSE,FALSE,,FALSE,FALSE,0.044,FALSE,FALSE,0.038,FALSE,FALSE,0.132,FALSE,0.031,TRUE,0.034,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2017-06-02,Jun,2017,11:35,11,0.2,2.02,FALSE,FALSE,0.3,FALSE,FALSE,0.051,FALSE,FALSE,0.085,FALSE,FALSE,0.397,FALSE,0.037,TRUE,0.075,FALSE,FALSE,3.5,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2017-06-27,Jun,2017,12:45,12,0.2,9.05,FALSE,FALSE,0.83,FALSE,FALSE,0.044,FALSE,FALSE,0.005,FALSE,FALSE,0.348,FALSE,0.009,TRUE,0.087,FALSE,FALSE,4,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2017-06-27,Jun,2017,12:55,12,15,,FALSE,FALSE,,FALSE,FALSE,0.046,FALSE,FALSE,0.004,TRUE,FALSE,0.168,FALSE,0.014,TRUE,0.024,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2017-07-18,Jul,2017,10:45,10,0.2,6.17,FALSE,TRUE,0.78,TRUE,FALSE,0.008,FALSE,FALSE,0.004,TRUE,FALSE,0.248,FALSE,0.016,TRUE,0.047,FALSE,FALSE,3.9,FALSE,FALSE,,"OUT OF HOLD TIME., RECEIPT TEMPERATURE EXCEEDANCE, POSSIBLE UNDERESTIMATE OF ACTUAL VALUE, BUT LAB STATEMENT THAT INFRARED TEMPERATURE GUN NOT ACCURATE FOR ALUMINUM FOIL AND FILTERS",43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2017-07-18,Jul,2017,11:05,11,11.8,,FALSE,FALSE,,FALSE,FALSE,0.007,FALSE,FALSE,0.014,FALSE,FALSE,0.29,FALSE,0.014,TRUE,0.04,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2017-08-08,Aug,2017,10:40,10,0.2,5.97,FALSE,TRUE,1,TRUE,FALSE,0.076,FALSE,FALSE,0.005,FALSE,FALSE,0.527,FALSE,0.021,TRUE,0.046,FALSE,FALSE,4.7,FALSE,FALSE,,"OUT OF HOLD TIME., RECEIPT TEMPERATURE EXCEEDANCE, POSSIBLE UNDERESTIMATE OF ACTUAL VALUE, BUT LAB STATEMENT THAT INFRARED TEMPERATURE GUN NOT ACCURATE FOR ALUMINUM FOIL AND FILTERS",43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2017-08-08,Aug,2017,10:45,10,14.2,,FALSE,FALSE,,FALSE,FALSE,0.094,FALSE,FALSE,0.012,FALSE,FALSE,0.217,FALSE,0.02,TRUE,0.026,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2017-08-30,Aug,2017,11:00,11,0.2,6.07,FALSE,FALSE,1.09,FALSE,FALSE,0.044,FALSE,FALSE,0.005,FALSE,FALSE,0.257,FALSE,0.033,TRUE,0.052,FALSE,FALSE,3.7,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2017-08-30,Aug,2017,11:25,11,10.7,,FALSE,FALSE,,FALSE,FALSE,0.027,FALSE,FALSE,0.004,TRUE,FALSE,0.241,FALSE,0.04,TRUE,0.064,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2017-09-25,Sep,2017,13:50,13,0.2,12.1,FALSE,FALSE,1,FALSE,FALSE,0.109,FALSE,FALSE,0.005,FALSE,FALSE,0.267,FALSE,0.015,TRUE,0.043,FALSE,FALSE,4.3,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2017-09-25,Sep,2017,14:00,14,14.8,,FALSE,FALSE,,FALSE,FALSE,0.101,FALSE,FALSE,0.005,FALSE,FALSE,1.207,FALSE,0.016,TRUE,0.018,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, MAX,2017-09-25,Sep,2017,14:20,14,2,7.14,FALSE,FALSE,5.57,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2018-05-10,May,2018,11:20,11,0.2,1.26,FALSE,FALSE,0.419,FALSE,FALSE,0.053,FALSE,FALSE,0.056,FALSE,FALSE,0.432,FALSE,0.024,TRUE,0.038,FALSE,FALSE,2.5,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2018-05-10,May,2018,11:45,11,12.1,,FALSE,FALSE,,FALSE,FALSE,0.044,FALSE,FALSE,0.042,FALSE,FALSE,0.358,FALSE,0.018,TRUE,0.038,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2018-05-31,May,2018,10:08,10,0.2,1.1,FALSE,FALSE,0.44,FALSE,FALSE,0.044,FALSE,TRUE,0.016,FALSE,FALSE,0.362,TRUE,0.016,TRUE,0.015,FALSE,TRUE,4,FALSE,FALSE,,"OUT OF HOLD TIME., SAMPLE BEYOND HOLDING TIME, VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION",43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2018-05-31,May,2018,10:30,10,12.7,,FALSE,FALSE,,FALSE,FALSE,0.037,FALSE,TRUE,0.007,FALSE,FALSE,0.354,TRUE,0.012,TRUE,0.012,FALSE,TRUE,,FALSE,FALSE,,"OUT OF HOLD TIME., SAMPLE BEYOND HOLDING TIME, VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION",43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2018-06-25,Jun,2018,13:00,13,0.2,3.05,FALSE,FALSE,0.42,FALSE,FALSE,0.008,FALSE,FALSE,0.004,TRUE,FALSE,0.36,FALSE,0.019,TRUE,0.047,FALSE,FALSE,3.2,FALSE,FALSE,,VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION. SAMPLE OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2018-06-25,Jun,2018,13:15,13,11.9,,FALSE,FALSE,,FALSE,FALSE,0.005,FALSE,FALSE,0.019,FALSE,FALSE,0.389,FALSE,0.017,TRUE,0.055,FALSE,FALSE,,FALSE,FALSE,,VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION. SAMPLE OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2018-07-18,Jul,2018,13:10,13,0.2,1.23,FALSE,FALSE,,FALSE,FALSE,0.042,FALSE,FALSE,0.046,FALSE,TRUE,0.168,TRUE,0.026,TRUE,0.041,FALSE,FALSE,4.1,FALSE,FALSE,,"BLANK CONTAMINATION AT RL, OUT OF HOLD TIME., VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION",43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2018-07-18,Jul,2018,13:15,13,12.8,,FALSE,FALSE,,FALSE,FALSE,0.039,FALSE,FALSE,0.031,FALSE,TRUE,0.183,TRUE,0.026,TRUE,0.034,FALSE,FALSE,,FALSE,FALSE,,"BLANK CONTAMINATION AT RL, OUT OF HOLD TIME., VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION",43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2018-08-08,Aug,2018,12:12,12,0.2,2.59,FALSE,FALSE,0.604,FALSE,FALSE,0.043,FALSE,FALSE,0.045,FALSE,FALSE,0.269,FALSE,0.02,TRUE,0.058,FALSE,FALSE,3.5,FALSE,FALSE,,VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION. SAMPLE OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2018-08-30,Aug,2018,10:53,10,0.2,3.73,FALSE,FALSE,1.24,FALSE,FALSE,0.023,FALSE,FALSE,0.061,FALSE,FALSE,0.37,TRUE,0.007,TRUE,0.043,FALSE,FALSE,4.5,FALSE,FALSE,,"SAMPLE BEYOND HOLDING TIME (DUE TO NEED FOR REANALYSIS), VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION, VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION. SAMPLE OUT OF HOLD TIME.",43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2018-08-30,Aug,2018,11:10,11,12.5,,FALSE,FALSE,,FALSE,FALSE,0.033,FALSE,FALSE,0.058,FALSE,FALSE,0.282,FALSE,0.032,TRUE,0.05,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2018-10-12,Oct,2018,11:00,11,0.2,2.71,FALSE,FALSE,0.711,FALSE,FALSE,0.063,FALSE,FALSE,0.037,FALSE,FALSE,0.284,FALSE,0.026,TRUE,0.034,FALSE,FALSE,5.8,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2018-10-12,Oct,2018,11:10,11,13.2,,FALSE,FALSE,,FALSE,FALSE,0.058,FALSE,FALSE,0.034,FALSE,FALSE,0.161,FALSE,0.02,TRUE,0.038,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2019-05-15,May,2019,11:35,11,0.2,6.47,FALSE,FALSE,0.82,FALSE,FALSE,0.0321,FALSE,FALSE,0.4,TRUE,FALSE,0.305,FALSE,0.0133,TRUE,0.033,FALSE,FALSE,2.7,FALSE,TRUE,,"Hold time exceeded by 2.4 hours., OUT OF HOLD TIME.",43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2019-05-15,May,2019,12:00,12,11.87,,FALSE,FALSE,,FALSE,FALSE,0.0203,FALSE,FALSE,0.4,TRUE,FALSE,0.312,FALSE,0.0139,TRUE,0.039,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2019-06-05,Jun,2019,10:09,10,0.2,1.69,FALSE,FALSE,0.493,FALSE,FALSE,0.0271,FALSE,FALSE,0.4,TRUE,FALSE,0.729,FALSE,0.0131,TRUE,0.029,FALSE,FALSE,2.3,FALSE,TRUE,,"Hold time exceeded by 4.8 hours., OUT OF HOLD TIME.",43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2019-06-05,Jun,2019,10:20,10,12.27,,FALSE,FALSE,,FALSE,FALSE,0.0285,FALSE,FALSE,4,TRUE,FALSE,0.15,FALSE,0.0141,TRUE,0.028,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2019-06-27,Jun,2019,10:25,10,0.2,4.97,FALSE,FALSE,0.81,FALSE,FALSE,0.0221,FALSE,FALSE,0.004,TRUE,FALSE,0.207,FALSE,0.0202,TRUE,0.041,FALSE,FALSE,2.9,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2019-07-19,Jul,2019,10:20,10,0.2,2.48,FALSE,FALSE,0.79,FALSE,FALSE,0.0167,FALSE,FALSE,0.028,FALSE,FALSE,0.257,FALSE,0.0139,TRUE,0.03,FALSE,FALSE,5.5,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2019-08-12,Aug,2019,12:45,12,0.2,3.23,FALSE,FALSE,1.08,FALSE,FALSE,0.014,FALSE,FALSE,0.01,TRUE,FALSE,0.216,FALSE,0.0178,TRUE,0.032,FALSE,FALSE,5.1,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2019-09-03,Sep,2019,11:45,11,0.2,3.3,FALSE,FALSE,0.798,FALSE,FALSE,0.009,FALSE,TRUE,0.007,FALSE,TRUE,0.391,FALSE,0.0104,TRUE,0.0355,FALSE,FALSE,3.7,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2019-09-24,Sep,2019,11:05,11,0.2,6.94,FALSE,FALSE,0.32,FALSE,TRUE,0.0141,FALSE,FALSE,0.05,TRUE,FALSE,0.301,FALSE,0.0242,TRUE,0.0377,FALSE,FALSE,4.1,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2019-10-16,Oct,2019,10:00,10,0.2,2.53,FALSE,FALSE,0.77,FALSE,FALSE,0.0212,FALSE,FALSE,0.018,FALSE,FALSE,0.315,FALSE,0.0243,TRUE,0.042,FALSE,FALSE,3.7,FALSE,FALSE,,OUT OF HOLD TIME.,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2020-05-26,May,2020,10:30,10,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.22358262171,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2020-05-26,May,2020,10:30,10,0.2,0.661,FALSE,FALSE,1.19,FALSE,FALSE,0.0112,FALSE,FALSE,0.012,FALSE,FALSE,,FALSE,0.0105,TRUE,0.029,FALSE,FALSE,3.8,FALSE,FALSE,,SAMPLE BEYOND 48 H HOLDING TIME,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2020-06-16,Jun,2020,11:30,11,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.24096561499,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.6577,-70.23539
